fecha,producto,cantidad_vendida,precio
22/08/2024,Extensión eléctrica,49,1548.78
22/08/2024,Tornillos para madera,15,94.26
23/08/2024,Tubo PVC de ½ pulgada,27,2202.06
23/08/2024,Cinta masking,51,1062.02
23/08/2024,Clavos de acero,79,120.12
24/08/2024,Focos LED,23,1455.18
24/08/2024,Cubeta plástica de 19 L,41,1267.7
25/08/2024,Lija para madera,79,1054.33
25/08/2024,Pijas,40,322.86
25/08/2024,Pinzas universales,29,631.38
26/08/2024,Interruptor termomagnético,93,1898.23
26/08/2024,Guantes de látex,11,1221.16
26/08/2024,Pegamento para PVC,3,2436.96
27/08/2024,Trapo industrial,7,1277.03
27/08/2024,Focos LED,5,1455.18
27/08/2024,Llave inglesa,25,540.94
28/08/2024,Varilla de acero,27,2071.19
28/08/2024,Cable de cobre calibre 12,32,1782.49
29/08/2024,Cinta aislante,75,1321.73
29/08/2024,Serrucho,71,591.25
29/08/2024,Silicón sellador,54,1126.67
30/08/2024,Tuercas,42,304.35
30/08/2024,Arena fina,83,1983.01
30/08/2024,Arandelas,98,266.09
31/08/2024,Pijas,45,322.86
31/08/2024,Lija para madera,46,1054.33
31/08/2024,Arandelas,51,266.09
01/09/2024,Pijas,30,322.86
01/09/2024,Conectores eléctricos,94,1842.62
02/09/2024,Cubeta plástica de 19 L,13,1267.7
02/09/2024,Arena fina,81,1983.01
02/09/2024,Pintura vinílica blanca,28,2476.62
03/09/2024,Tornillos para madera,39,94.26
03/09/2024,Cinta métrica,84,649.2
03/09/2024,Thinner,40,1185.84
04/09/2024,Tornillos para madera,95,94.26
04/09/2024,Espátula metálica,31,1201.86
04/09/2024,Cal hidratada,23,2005.34
05/09/2024,Toma corriente doble,90,1885.53
05/09/2024,Pinzas universales,3,631.38
06/09/2024,Multicontacto,80,1732.15
06/09/2024,Apagadores,36,1488.6
06/09/2024,Trapo industrial,87,1277.03
07/09/2024,Arandelas,26,266.09
07/09/2024,Cemento gris,11,1905.18
07/09/2024,Malla ciclónica,70,2155.37
08/09/2024,Pintura vinílica blanca,25,2476.62
08/09/2024,Guantes de látex,72,1221.16
08/09/2024,Remaches,68,405.92
09/09/2024,Brocha de 2 pulgadas,56,960.72
09/09/2024,Cubeta plástica de 19 L,45,1267.7
10/09/2024,Interruptor termomagnético,40,1898.23
10/09/2024,Tuercas,68,304.35
10/09/2024,Tubo PVC de ½ pulgada,44,2202.06
11/09/2024,Cubeta plástica de 19 L,51,1267.7
11/09/2024,Pintura vinílica blanca,60,2476.62
11/09/2024,Cubeta plástica de 19 L,18,1267.7
12/09/2024,Clavos de acero,14,120.12
12/09/2024,Pijas,98,322.86
12/09/2024,Codo PVC,11,2375.53
13/09/2024,Extensión eléctrica,32,1548.78
13/09/2024,Cepillo de alambre,43,847.24
14/09/2024,Guantes de látex,15,1221.16
14/09/2024,Cable de cobre calibre 12,56,1782.49
14/09/2024,Conectores eléctricos,70,1842.62
15/09/2024,Taquetes,1,232.55
15/09/2024,Espátula metálica,75,1201.86
15/09/2024,Cutter,33,824.47
16/09/2024,Pegamento para PVC,77,2436.96
16/09/2024,Cemento gris,90,1905.18
17/09/2024,Toma corriente doble,72,1885.53
17/09/2024,Llave allen,49,567.73
17/09/2024,Trapo industrial,70,1277.03
18/09/2024,Cinta masking,25,1062.02
18/09/2024,Tubo PVC de ½ pulgada,26,2202.06
18/09/2024,Extensión eléctrica,56,1548.78
19/09/2024,Martillo,53,424.97
19/09/2024,Grapas metálicas,37,401.56
19/09/2024,Pijas,69,322.86
20/09/2024,Apagadores,46,1488.6
20/09/2024,Lija para madera,2,1054.33
21/09/2024,Llave allen,14,567.73
21/09/2024,Cal hidratada,10,2005.34
21/09/2024,Cinta aislante,61,1321.73
22/09/2024,Cemento gris,32,1905.18
22/09/2024,Apagadores,95,1488.6
22/09/2024,Cubeta plástica de 19 L,55,1267.7
23/09/2024,Pijas,61,322.86
23/09/2024,Focos LED,1,1455.18
23/09/2024,Extensión eléctrica,55,1548.78
24/09/2024,Martillo,30,424.97
24/09/2024,Martillo,40,424.97
25/09/2024,Tubo PVC de ½ pulgada,74,2202.06
25/09/2024,Arena fina,23,1983.01
25/09/2024,Tornillos para metal,54,113.7
26/09/2024,Arena fina,79,1983.01
26/09/2024,Conectores eléctricos,96,1842.62
26/09/2024,Malla ciclónica,45,2155.37
27/09/2024,Yeso,45,2060.65
27/09/2024,Lija para madera,15,1054.33
27/09/2024,Cinta métrica,15,649.2
28/09/2024,Pinzas universales,94,631.38
28/09/2024,Tuercas,19,304.35
29/09/2024,Trapo industrial,61,1277.03
29/09/2024,Tubo PVC de ½ pulgada,80,2202.06
29/09/2024,Tubo PVC de ½ pulgada,4,2202.06
30/09/2024,Llave allen,5,567.73
30/09/2024,Varilla de acero,94,2071.19
30/09/2024,Clavos de acero,65,120.12
01/10/2024,Clavos de acero,93,120.12
01/10/2024,Multicontacto,67,1732.15
01/10/2024,Cinta aislante,84,1321.73
02/10/2024,Tubo PVC de ½ pulgada,79,2202.06
02/10/2024,Codo PVC,4,2375.53
03/10/2024,Arena fina,67,1983.01
03/10/2024,Cinta masking,61,1062.02
03/10/2024,Llave allen,39,567.73
04/10/2024,Llave inglesa,25,540.94
04/10/2024,Pintura vinílica blanca,64,2476.62
04/10/2024,Pinzas universales,9,631.38
05/10/2024,Pinzas universales,88,631.38
05/10/2024,Pegamento para PVC,77,2436.96
05/10/2024,Arandelas,58,266.09
06/10/2024,Espátula metálica,98,1201.86
06/10/2024,Cinta métrica,38,649.2
07/10/2024,Thinner,24,1185.84
07/10/2024,Ganchos de pared,52,337.56
07/10/2024,Pegamento para PVC,52,2436.96
08/10/2024,Taquetes,94,232.55
08/10/2024,Tubo PVC de ½ pulgada,68,2202.06
08/10/2024,Arena fina,59,1983.01
09/10/2024,Lija para madera,15,1054.33
09/10/2024,Llave inglesa,94,540.94
10/10/2024,Fusible,96,1892.7
10/10/2024,Thinner,85,1185.84
10/10/2024,Taquetes,75,232.55
11/10/2024,Toma corriente doble,94,1885.53
11/10/2024,Toma corriente doble,13,1885.53
11/10/2024,Arandelas,17,266.09
12/10/2024,Lija para madera,32,1054.33
12/10/2024,Pijas,36,322.86
12/10/2024,Guantes de látex,92,1221.16
13/10/2024,Cinta aislante,47,1321.73
13/10/2024,Rodillo para pintura,79,966.21
14/10/2024,Yeso,22,2060.65
14/10/2024,Guantes de látex,47,1221.16
14/10/2024,Tubo PVC de ½ pulgada,53,2202.06
15/10/2024,Llave allen,25,567.73
15/10/2024,Yeso,46,2060.65
15/10/2024,Serrucho,2,591.25
16/10/2024,Desarmador plano,47,534.85
16/10/2024,Conectores eléctricos,74,1842.62
16/10/2024,Extensión eléctrica,94,1548.78
17/10/2024,Cable de cobre calibre 12,34,1782.49
17/10/2024,Extensión eléctrica,6,1548.78
18/10/2024,Trapo industrial,47,1277.03
18/10/2024,Toma corriente doble,45,1885.53
18/10/2024,Taquetes,10,232.55
19/10/2024,Cutter,69,824.47
19/10/2024,Pegamento para PVC,88,2436.96
19/10/2024,Clavos de acero,71,120.12
20/10/2024,Cemento gris,1,1905.18
20/10/2024,Ganchos de pared,99,337.56
20/10/2024,Cinta aislante,98,1321.73
21/10/2024,Grapas metálicas,24,401.56
21/10/2024,Varilla de acero,18,2071.19
22/10/2024,Desarmador de cruz,65,535.8
22/10/2024,Arena fina,32,1983.01
22/10/2024,Cinta masking,55,1062.02
23/10/2024,Extensión eléctrica,91,1548.78
23/10/2024,Yeso,30,2060.65
23/10/2024,Cinta masking,35,1062.02
24/10/2024,Cinta métrica,58,649.2
24/10/2024,Martillo,89,424.97
24/10/2024,Ganchos de pared,23,337.56
25/10/2024,Grapas metálicas,40,401.56
25/10/2024,Cutter,92,824.47
26/10/2024,Toma corriente doble,23,1885.53
26/10/2024,Martillo,47,424.97
26/10/2024,Desarmador de cruz,89,535.8
27/10/2024,Tuercas,64,304.35
27/10/2024,Cinta métrica,46,649.2
27/10/2024,Cemento gris,48,1905.18
28/10/2024,Llave allen,81,567.73
28/10/2024,Guantes de látex,91,1221.16
29/10/2024,Pegamento para PVC,31,2436.96
29/10/2024,Extensión eléctrica,69,1548.78
29/10/2024,Grapas metálicas,73,401.56
30/10/2024,Malla ciclónica,36,2155.37
30/10/2024,Martillo,45,424.97
30/10/2024,Arandelas,59,266.09
31/10/2024,Remaches,53,405.92
31/10/2024,Rodillo para pintura,78,966.21
31/10/2024,Grapas metálicas,28,401.56
01/11/2024,Remaches,98,405.92
01/11/2024,Serrucho,81,591.25
02/11/2024,Varilla de acero,51,2071.19
02/11/2024,Grapas metálicas,27,401.56
02/11/2024,Guantes de látex,2,1221.16
03/11/2024,Cemento gris,60,1905.18
03/11/2024,Cepillo de alambre,84,847.24
03/11/2024,Yeso,39,2060.65
04/11/2024,Varilla de acero,75,2071.19
04/11/2024,Multicontacto,69,1732.15
04/11/2024,Silicón sellador,1,1126.67
05/11/2024,Arandelas,62,266.09
05/11/2024,Tuercas,36,304.35
06/11/2024,Pintura vinílica blanca,33,2476.62
06/11/2024,Tornillos para madera,33,94.26
06/11/2024,Interruptor termomagnético,63,1898.23
07/11/2024,Extensión eléctrica,36,1548.78
07/11/2024,Fusible,27,1892.7
07/11/2024,Extensión eléctrica,93,1548.78
08/11/2024,Toma corriente doble,68,1885.53
08/11/2024,Focos LED,29,1455.18
08/11/2024,Tuercas,70,304.35
09/11/2024,Focos LED,74,1455.18
09/11/2024,Cinta métrica,73,649.2
10/11/2024,Tornillos para metal,12,113.7
10/11/2024,Tuercas,35,304.35
10/11/2024,Tornillos para madera,55,94.26
11/11/2024,Extensión eléctrica,43,1548.78
11/11/2024,Desarmador de cruz,36,535.8
11/11/2024,Serrucho,30,591.25
12/11/2024,Codo PVC,56,2375.53
12/11/2024,Pintura vinílica blanca,8,2476.62
12/11/2024,Taquetes,20,232.55
13/11/2024,Arena fina,62,1983.01
13/11/2024,Cable de cobre calibre 12,34,1782.49
14/11/2024,Tubo PVC de ½ pulgada,15,2202.06
14/11/2024,Guantes de látex,87,1221.16
14/11/2024,Cepillo de alambre,55,847.24
15/11/2024,Multicontacto,24,1732.15
15/11/2024,Cal hidratada,99,2005.34
15/11/2024,Desarmador plano,37,534.85
16/11/2024,Cepillo de alambre,63,847.24
16/11/2024,Extensión eléctrica,59,1548.78
16/11/2024,Desarmador plano,66,534.85
17/11/2024,Extensión eléctrica,96,1548.78
17/11/2024,Ganchos de pared,52,337.56
18/11/2024,Desarmador de cruz,53,535.8
18/11/2024,Pinzas universales,92,631.38
18/11/2024,Cable de cobre calibre 12,11,1782.49
19/11/2024,Thinner,99,1185.84
19/11/2024,Llave inglesa,46,540.94
19/11/2024,Silicón sellador,15,1126.67
20/11/2024,Toma corriente doble,97,1885.53
20/11/2024,Martillo,1,424.97
21/11/2024,Martillo,49,424.97
21/11/2024,Pijas,65,322.86
21/11/2024,Cutter,14,824.47
22/11/2024,Cutter,21,824.47
22/11/2024,Cepillo de alambre,31,847.24
22/11/2024,Apagadores,29,1488.6
23/11/2024,Arandelas,48,266.09
23/11/2024,Llave allen,59,567.73
23/11/2024,Toma corriente doble,91,1885.53
24/11/2024,Ganchos de pared,95,337.56
24/11/2024,Ganchos de pared,99,337.56
25/11/2024,Cutter,28,824.47
25/11/2024,Interruptor termomagnético,42,1898.23
25/11/2024,Yeso,17,2060.65
26/11/2024,Taquetes,83,232.55
26/11/2024,Martillo,17,424.97
26/11/2024,Extensión eléctrica,15,1548.78
27/11/2024,Serrucho,42,591.25
27/11/2024,Desarmador plano,36,534.85
27/11/2024,Remaches,12,405.92
28/11/2024,Focos LED,71,1455.18
28/11/2024,Pintura vinílica blanca,56,2476.62
29/11/2024,Cable de cobre calibre 12,18,1782.49
29/11/2024,Tubo PVC de ½ pulgada,85,2202.06
29/11/2024,Cemento gris,14,1905.18
30/11/2024,Cutter,53,824.47
30/11/2024,Codo PVC,10,2375.53
30/11/2024,Taquetes,75,232.55
01/12/2024,Rodillo para pintura,79,966.21
01/12/2024,Cinta masking,89,1062.02
01/12/2024,Cutter,24,824.47
02/12/2024,Arandelas,38,266.09
02/12/2024,Remaches,63,405.92
03/12/2024,Cable de cobre calibre 12,49,1782.49
03/12/2024,Pinzas universales,2,631.38
03/12/2024,Varilla de acero,38,2071.19
04/12/2024,Llave inglesa,19,540.94
04/12/2024,Cubeta plástica de 19 L,33,1267.7
04/12/2024,Cemento gris,53,1905.18
05/12/2024,Focos LED,4,1455.18
05/12/2024,Cinta aislante,76,1321.73
05/12/2024,Silicón sellador,58,1126.67
06/12/2024,Rodillo para pintura,46,966.21
06/12/2024,Espátula metálica,83,1201.86
07/12/2024,Malla ciclónica,73,2155.37
07/12/2024,Cutter,31,824.47
07/12/2024,Pegamento para PVC,37,2436.96
08/12/2024,Tornillos para metal,45,113.7
08/12/2024,Llave inglesa,26,540.94
08/12/2024,Brocha de 2 pulgadas,14,960.72
09/12/2024,Pegamento para PVC,94,2436.96
09/12/2024,Tornillos para madera,23,94.26
10/12/2024,Silicón sellador,84,1126.67
10/12/2024,Cemento gris,85,1905.18
10/12/2024,Tornillos para metal,2,113.7
11/12/2024,Arandelas,56,266.09
11/12/2024,Varilla de acero,81,2071.19
11/12/2024,Fusible,42,1892.7
12/12/2024,Extensión eléctrica,8,1548.78
12/12/2024,Llave allen,96,567.73
12/12/2024,Cemento gris,8,1905.18
13/12/2024,Desarmador de cruz,83,535.8
13/12/2024,Malla ciclónica,70,2155.37
14/12/2024,Brocha de 2 pulgadas,1,960.72
14/12/2024,Taquetes,84,232.55
14/12/2024,Espátula metálica,86,1201.86
15/12/2024,Arena fina,33,1983.01
15/12/2024,Cutter,2,824.47
15/12/2024,Cinta masking,50,1062.02
16/12/2024,Tornillos para madera,43,94.26
16/12/2024,Pegamento para PVC,94,2436.96
16/12/2024,Thinner,71,1185.84
17/12/2024,Toma corriente doble,71,1885.53
17/12/2024,Silicón sellador,16,1126.67
18/12/2024,Silicón sellador,89,1126.67
18/12/2024,Arandelas,71,266.09
18/12/2024,Thinner,35,1185.84
19/12/2024,Desarmador de cruz,26,535.8
19/12/2024,Grapas metálicas,55,401.56
19/12/2024,Pijas,91,322.86
20/12/2024,Rodillo para pintura,11,966.21
20/12/2024,Pegamento para PVC,88,2436.96
20/12/2024,Malla ciclónica,83,2155.37
21/12/2024,Cutter,98,824.47
21/12/2024,Apagadores,7,1488.6
22/12/2024,Lija para madera,47,1054.33
22/12/2024,Cinta aislante,54,1321.73
22/12/2024,Pintura vinílica blanca,31,2476.62
23/12/2024,Varilla de acero,16,2071.19
23/12/2024,Llave inglesa,13,540.94
23/12/2024,Fusible,53,1892.7
24/12/2024,Cable de cobre calibre 12,70,1782.49
24/12/2024,Tornillos para madera,55,94.26
24/12/2024,Multicontacto,2,1732.15
25/12/2024,Codo PVC,36,2375.53
25/12/2024,Llave allen,10,567.73
26/12/2024,Cemento gris,56,1905.18
26/12/2024,Cable de cobre calibre 12,49,1782.49
26/12/2024,Fusible,33,1892.7
27/12/2024,Malla ciclónica,54,2155.37
27/12/2024,Cutter,63,824.47
27/12/2024,Grapas metálicas,69,401.56
28/12/2024,Arandelas,17,266.09
28/12/2024,Tornillos para metal,41,113.7
28/12/2024,Apagadores,94,1488.6
29/12/2024,Codo PVC,15,2375.53
29/12/2024,Llave inglesa,15,540.94
30/12/2024,Cepillo de alambre,84,847.24
30/12/2024,Cubeta plástica de 19 L,75,1267.7
30/12/2024,Yeso,17,2060.65
31/12/2024,Focos LED,81,1455.18
31/12/2024,Desarmador plano,39,534.85
31/12/2024,Taquetes,15,232.55
01/01/2025,Desarmador de cruz,17,535.8
01/01/2025,Cinta métrica,50,649.2
02/01/2025,Apagadores,81,1488.6
02/01/2025,Tornillos para madera,77,94.26
02/01/2025,Silicón sellador,28,1126.67
03/01/2025,Serrucho,80,591.25
03/01/2025,Clavos de acero,71,120.12
03/01/2025,Cutter,39,824.47
04/01/2025,Cinta métrica,46,649.2
04/01/2025,Silicón sellador,15,1126.67
04/01/2025,Yeso,9,2060.65
05/01/2025,Cinta aislante,26,1321.73
05/01/2025,Brocha de 2 pulgadas,31,960.72
06/01/2025,Remaches,21,405.92
06/01/2025,Tornillos para madera,31,94.26
06/01/2025,Yeso,79,2060.65
07/01/2025,Lija para madera,69,1054.33
07/01/2025,Yeso,65,2060.65
07/01/2025,Llave allen,11,567.73
08/01/2025,Pinzas universales,50,631.38
08/01/2025,Ganchos de pared,9,337.56
08/01/2025,Toma corriente doble,82,1885.53
09/01/2025,Fusible,62,1892.7
09/01/2025,Pijas,57,322.86
10/01/2025,Pegamento para PVC,80,2436.96
10/01/2025,Cinta métrica,44,649.2
10/01/2025,Cinta métrica,55,649.2
11/01/2025,Fusible,5,1892.7
11/01/2025,Silicón sellador,34,1126.67
11/01/2025,Trapo industrial,94,1277.03
12/01/2025,Arena fina,9,1983.01
12/01/2025,Martillo,41,424.97
12/01/2025,Cutter,11,824.47
13/01/2025,Multicontacto,40,1732.15
13/01/2025,Conectores eléctricos,75,1842.62
14/01/2025,Focos LED,30,1455.18
14/01/2025,Cinta masking,60,1062.02
14/01/2025,Cemento gris,89,1905.18
15/01/2025,Trapo industrial,15,1277.03
15/01/2025,Pinzas universales,9,631.38
15/01/2025,Cutter,84,824.47
16/01/2025,Yeso,11,2060.65
16/01/2025,Pinzas universales,24,631.38
16/01/2025,Cinta masking,68,1062.02
17/01/2025,Multicontacto,6,1732.15
17/01/2025,Multicontacto,79,1732.15
18/01/2025,Arandelas,88,266.09
18/01/2025,Rodillo para pintura,63,966.21
18/01/2025,Pijas,95,322.86
19/01/2025,Grapas metálicas,66,401.56
19/01/2025,Desarmador plano,32,534.85
19/01/2025,Cinta masking,59,1062.02
20/01/2025,Desarmador plano,19,534.85
20/01/2025,Cubeta plástica de 19 L,59,1267.7
20/01/2025,Silicón sellador,90,1126.67
21/01/2025,Llave allen,6,567.73
21/01/2025,Yeso,30,2060.65
22/01/2025,Varilla de acero,67,2071.19
22/01/2025,Tuercas,88,304.35
22/01/2025,Rodillo para pintura,1,966.21
23/01/2025,Pinzas universales,62,631.38
23/01/2025,Varilla de acero,65,2071.19
23/01/2025,Fusible,19,1892.7
24/01/2025,Varilla de acero,95,2071.19
24/01/2025,Desarmador de cruz,91,535.8
25/01/2025,Focos LED,84,1455.18
25/01/2025,Toma corriente doble,69,1885.53
25/01/2025,Ganchos de pared,2,337.56
26/01/2025,Tornillos para madera,63,94.26
26/01/2025,Trapo industrial,6,1277.03
26/01/2025,Silicón sellador,41,1126.67
27/01/2025,Cepillo de alambre,4,847.24
27/01/2025,Cepillo de alambre,55,847.24
27/01/2025,Rodillo para pintura,11,966.21
28/01/2025,Cal hidratada,54,2005.34
28/01/2025,Malla ciclónica,27,2155.37
29/01/2025,Varilla de acero,29,2071.19
29/01/2025,Tuercas,18,304.35
29/01/2025,Extensión eléctrica,17,1548.78
30/01/2025,Malla ciclónica,26,2155.37
30/01/2025,Desarmador plano,63,534.85
30/01/2025,Pijas,65,322.86
31/01/2025,Tubo PVC de ½ pulgada,72,2202.06
31/01/2025,Lija para madera,11,1054.33
31/01/2025,Lija para madera,2,1054.33
01/02/2025,Cinta masking,36,1062.02
01/02/2025,Yeso,84,2060.65
02/02/2025,Tornillos para metal,83,113.7
02/02/2025,Pijas,32,322.86
02/02/2025,Espátula metálica,97,1201.86
03/02/2025,Clavos de acero,78,120.12
03/02/2025,Desarmador plano,45,534.85
03/02/2025,Lija para madera,43,1054.33
04/02/2025,Serrucho,90,591.25
04/02/2025,Pintura vinílica blanca,37,2476.62
04/02/2025,Desarmador plano,33,534.85
05/02/2025,Tornillos para madera,54,94.26
05/02/2025,Arena fina,65,1983.01
06/02/2025,Malla ciclónica,76,2155.37
06/02/2025,Cinta aislante,86,1321.73
06/02/2025,Brocha de 2 pulgadas,57,960.72
07/02/2025,Focos LED,11,1455.18
07/02/2025,Conectores eléctricos,20,1842.62
07/02/2025,Yeso,53,2060.65
08/02/2025,Llave inglesa,34,540.94
08/02/2025,Pinzas universales,68,631.38
08/02/2025,Serrucho,48,591.25
09/02/2025,Taquetes,35,232.55
09/02/2025,Thinner,65,1185.84
10/02/2025,Espátula metálica,93,1201.86
10/02/2025,Tornillos para metal,34,113.7
10/02/2025,Extensión eléctrica,6,1548.78
11/02/2025,Malla ciclónica,32,2155.37
11/02/2025,Clavos de acero,37,120.12
11/02/2025,Ganchos de pared,81,337.56
12/02/2025,Codo PVC,54,2375.53
12/02/2025,Cinta aislante,69,1321.73
13/02/2025,Rodillo para pintura,99,966.21
13/02/2025,Llave allen,75,567.73
13/02/2025,Guantes de látex,67,1221.16
14/02/2025,Cubeta plástica de 19 L,12,1267.7
14/02/2025,Pijas,66,322.86
14/02/2025,Focos LED,80,1455.18
15/02/2025,Cinta masking,21,1062.02
15/02/2025,Yeso,25,2060.65
15/02/2025,Varilla de acero,89,2071.19
16/02/2025,Toma corriente doble,22,1885.53
16/02/2025,Clavos de acero,33,120.12
17/02/2025,Multicontacto,19,1732.15
17/02/2025,Martillo,31,424.97
17/02/2025,Codo PVC,84,2375.53
18/02/2025,Extensión eléctrica,89,1548.78
18/02/2025,Cinta aislante,17,1321.73
18/02/2025,Fusible,29,1892.7
19/02/2025,Pintura vinílica blanca,32,2476.62
19/02/2025,Taquetes,76,232.55
19/02/2025,Pintura vinílica blanca,36,2476.62
20/02/2025,Cutter,66,824.47
20/02/2025,Remaches,64,405.92
21/02/2025,Clavos de acero,88,120.12
21/02/2025,Interruptor termomagnético,86,1898.23
21/02/2025,Extensión eléctrica,7,1548.78
22/02/2025,Cinta aislante,3,1321.73
22/02/2025,Cepillo de alambre,23,847.24
22/02/2025,Pinzas universales,52,631.38
23/02/2025,Yeso,88,2060.65
23/02/2025,Thinner,66,1185.84
23/02/2025,Multicontacto,95,1732.15
24/02/2025,Martillo,60,424.97
24/02/2025,Cinta aislante,60,1321.73
25/02/2025,Cemento gris,32,1905.18
25/02/2025,Pegamento para PVC,99,2436.96
25/02/2025,Tornillos para madera,77,94.26
26/02/2025,Ganchos de pared,72,337.56
26/02/2025,Serrucho,11,591.25
26/02/2025,Cepillo de alambre,30,847.24
27/02/2025,Extensión eléctrica,96,1548.78
27/02/2025,Rodillo para pintura,12,966.21
27/02/2025,Toma corriente doble,38,1885.53
28/02/2025,Multicontacto,23,1732.15
28/02/2025,Guantes de látex,85,1221.16
01/03/2025,Llave inglesa,64,540.94
01/03/2025,Cal hidratada,71,2005.34
01/03/2025,Interruptor termomagnético,84,1898.23
02/03/2025,Arena fina,27,1983.01
02/03/2025,Tubo PVC de ½ pulgada,53,2202.06
02/03/2025,Varilla de acero,57,2071.19
03/03/2025,Cinta métrica,86,649.2
03/03/2025,Arena fina,46,1983.01
03/03/2025,Serrucho,92,591.25
04/03/2025,Ganchos de pared,76,337.56
04/03/2025,Pintura vinílica blanca,82,2476.62
05/03/2025,Yeso,74,2060.65
05/03/2025,Arena fina,72,1983.01
05/03/2025,Trapo industrial,87,1277.03
06/03/2025,Cepillo de alambre,7,847.24
06/03/2025,Tubo PVC de ½ pulgada,29,2202.06
06/03/2025,Varilla de acero,90,2071.19
07/03/2025,Malla ciclónica,25,2155.37
07/03/2025,Rodillo para pintura,39,966.21
08/03/2025,Serrucho,55,591.25
08/03/2025,Cal hidratada,71,2005.34
08/03/2025,Remaches,28,405.92
09/03/2025,Cable de cobre calibre 12,68,1782.49
09/03/2025,Cutter,99,824.47
09/03/2025,Remaches,6,405.92
10/03/2025,Toma corriente doble,52,1885.53
10/03/2025,Tuercas,69,304.35
10/03/2025,Cubeta plástica de 19 L,60,1267.7
11/03/2025,Focos LED,96,1455.18
11/03/2025,Pinzas universales,54,631.38
12/03/2025,Remaches,25,405.92
12/03/2025,Malla ciclónica,32,2155.37
12/03/2025,Taquetes,18,232.55
13/03/2025,Guantes de látex,17,1221.16
13/03/2025,Desarmador de cruz,26,535.8
13/03/2025,Guantes de látex,8,1221.16
14/03/2025,Yeso,98,2060.65
14/03/2025,Thinner,64,1185.84
14/03/2025,Thinner,79,1185.84
15/03/2025,Tuercas,16,304.35
15/03/2025,Tornillos para metal,88,113.7
16/03/2025,Pegamento para PVC,7,2436.96
16/03/2025,Grapas metálicas,69,401.56
16/03/2025,Cutter,84,824.47
17/03/2025,Martillo,54,424.97
17/03/2025,Codo PVC,57,2375.53
17/03/2025,Desarmador plano,13,534.85
18/03/2025,Taquetes,53,232.55
18/03/2025,Guantes de látex,75,1221.16
18/03/2025,Conectores eléctricos,9,1842.62
19/03/2025,Llave inglesa,96,540.94
19/03/2025,Pintura vinílica blanca,4,2476.62
20/03/2025,Rodillo para pintura,34,966.21
20/03/2025,Silicón sellador,48,1126.67
20/03/2025,Taquetes,68,232.55
21/03/2025,Cinta masking,99,1062.02
21/03/2025,Remaches,74,405.92
21/03/2025,Interruptor termomagnético,14,1898.23
22/03/2025,Guantes de látex,49,1221.16
22/03/2025,Varilla de acero,27,2071.19
22/03/2025,Arandelas,46,266.09
23/03/2025,Cinta masking,43,1062.02
23/03/2025,Tuercas,16,304.35
24/03/2025,Tuercas,66,304.35
24/03/2025,Cinta masking,59,1062.02
24/03/2025,Martillo,81,424.97
25/03/2025,Yeso,14,2060.65
25/03/2025,Toma corriente doble,76,1885.53
25/03/2025,Espátula metálica,62,1201.86
26/03/2025,Apagadores,8,1488.6
26/03/2025,Tornillos para metal,16,113.7
27/03/2025,Conectores eléctricos,64,1842.62
27/03/2025,Fusible,13,1892.7
27/03/2025,Ganchos de pared,7,337.56
28/03/2025,Clavos de acero,98,120.12
28/03/2025,Arena fina,67,1983.01
28/03/2025,Codo PVC,9,2375.53
29/03/2025,Lija para madera,80,1054.33
29/03/2025,Tornillos para madera,39,94.26
29/03/2025,Pinzas universales,77,631.38
30/03/2025,Arandelas,9,266.09
30/03/2025,Yeso,25,2060.65
31/03/2025,Cinta aislante,11,1321.73
31/03/2025,Silicón sellador,36,1126.67
31/03/2025,Ganchos de pared,44,337.56
01/04/2025,Focos LED,92,1455.18
01/04/2025,Taquetes,72,232.55
01/04/2025,Malla ciclónica,85,2155.37
02/04/2025,Cutter,4,824.47
02/04/2025,Taquetes,49,232.55
02/04/2025,Cinta métrica,39,649.2
03/04/2025,Serrucho,13,591.25
03/04/2025,Tornillos para madera,34,94.26
04/04/2025,Focos LED,23,1455.18
04/04/2025,Multicontacto,17,1732.15
04/04/2025,Cubeta plástica de 19 L,4,1267.7
05/04/2025,Fusible,79,1892.7
05/04/2025,Interruptor termomagnético,85,1898.23
05/04/2025,Conectores eléctricos,31,1842.62
06/04/2025,Llave allen,16,567.73
06/04/2025,Cinta aislante,51,1321.73
06/04/2025,Cinta masking,99,1062.02
07/04/2025,Cubeta plástica de 19 L,1,1267.7
07/04/2025,Martillo,8,424.97
08/04/2025,Clavos de acero,26,120.12
08/04/2025,Cinta masking,85,1062.02
08/04/2025,Llave inglesa,61,540.94
09/04/2025,Silicón sellador,67,1126.67
09/04/2025,Remaches,87,405.92
09/04/2025,Apagadores,70,1488.6
10/04/2025,Extensión eléctrica,98,1548.78
10/04/2025,Llave allen,31,567.73
10/04/2025,Focos LED,77,1455.18
11/04/2025,Serrucho,41,591.25
11/04/2025,Tubo PVC de ½ pulgada,81,2202.06
12/04/2025,Cinta métrica,88,649.2
12/04/2025,Cable de cobre calibre 12,90,1782.49
12/04/2025,Ganchos de pared,66,337.56
13/04/2025,Cubeta plástica de 19 L,69,1267.7
13/04/2025,Extensión eléctrica,7,1548.78
13/04/2025,Desarmador de cruz,78,535.8
14/04/2025,Lija para madera,27,1054.33
14/04/2025,Ganchos de pared,7,337.56
14/04/2025,Varilla de acero,60,2071.19
15/04/2025,Llave allen,47,567.73
15/04/2025,Desarmador plano,85,534.85
